Id,Weekly_Sales
1_3_2012-11-16,10307.996300000003
1_3_2012-11-23,9590.093600000015
1_3_2012-11-30,10360.6821
1_3_2012-12-07,13597.639100000006
1_3_2012-12-14,11657.6577
1_3_2012-12-21,13537.405599999987
1_3_2012-12-28,7721.199000000005
1_3_2013-01-04,13073.930600000007
1_3_2013-01-11,13103.85440000001
1_3_2013-01-18,12607.115000000005
1_3_2013-01-25,11403.383400000013
1_3_2013-02-01,11753.534800000014
1_3_2013-02-08,11562.962700000007
1_3_2013-02-15,11196.862900000002
1_3_2013-02-22,11044.181300000002
1_3_2013-03-01,11357.644699999999
1_3_2013-03-08,11030.095499999989
1_3_2013-03-15,10211.50429999999
1_3_2013-03-22,9886.127799999986
1_3_2013-03-29,10465.419399999986
1_3_2013-04-05,10746.36939999999
1_3_2013-04-12,10027.096799999987
1_3_2013-04-19,9524.911399999986
1_3_2013-04-26,10661.023599999993
1_3_2013-05-03,9267.980199999996
1_3_2013-05-10,9564.324100000003
1_3_2013-05-17,8284.134499999996
1_3_2013-05-24,8167.137399999991
1_3_2013-05-31,7970.337199999997
1_3_2013-06-07,7917.006300000004
1_3_2013-06-14,7894.574300000004
1_3_2013-06-21,7648.410900000001
1_3_2013-06-28,7243.2662999999975
1_3_2013-07-05,7944.7774000000045
1_3_2013-07-12,15530.932700000016
1_3_2013-07-19,19398.651099999995
1_3_2013-07-26,21996.337999999992
1_4_2012-11-02,36438.53010000002
1_4_2012-11-09,36344.240400000024
1_4_2012-11-16,36692.16340000002
1_4_2012-11-23,43960.50740000001
1_4_2012-11-30,40864.404500000026
1_4_2012-12-07,41484.52100000001
1_4_2012-12-14,37729.59720000004
1_4_2012-12-21,43055.030700000025
1_4_2012-12-28,37699.556200000065
1_4_2013-01-04,37506.22359999999
1_4_2013-01-11,37234.530000000006
1_4_2013-01-18,36835.03500000001
1_4_2013-01-25,36609.126700000015
1_4_2013-02-01,37227.19110000001
1_4_2013-02-08,37344.107
1_4_2013-02-15,37058.5622
1_4_2013-02-22,36909.5558
1_4_2013-03-01,37072.04740000001
1_4_2013-03-08,37114.812900000004
1_4_2013-03-15,36980.16
1_4_2013-03-22,36703.6683
1_4_2013-03-29,37058.0887
1_4_2013-04-05,36627.6081
1_4_2013-04-12,36570.346600000004
1_4_2013-04-19,36523.03789999999
1_4_2013-04-26,36445.42380000001
1_4_2013-05-03,35779.57920000001
1_4_2013-05-10,36084.751899999996
1_4_2013-05-17,35669.85810000003
1_4_2013-05-24,35877.863400000024
1_4_2013-05-31,36174.94440000001
1_4_2013-06-07,35734.797700000025
1_4_2013-06-14,36022.6407
1_4_2013-06-21,37087.2155
1_4_2013-06-28,36204.5929
1_4_2013-07-05,36241.90660000001
1_4_2013-07-12,36381.85900000001
1_4_2013-07-19,36041.30440000001
1_4_2013-07-26,36834.47860000001
1_5_2012-11-02,28283.653499999982
1_5_2012-11-09,26618.6139
1_5_2012-11-16,28265.112499999977
1_5_2012-11-23,74209.08880000004
1_5_2012-11-30,50637.97689999998
1_5_2012-12-07,68849.70489999995
1_5_2012-12-14,47111.92900000003
1_5_2012-12-21,79117.1313000001
1_5_2012-12-28,35204.588599999945
1_5_2013-01-04,21601.228699999996
1_5_2013-01-11,21135.641500000012
1_5_2013-01-18,20207.1365
1_5_2013-01-25,20804.560599999975
1_5_2013-02-01,28967.479099999993
1_5_2013-02-08,32079.46230000001
1_5_2013-02-15,30270.421500000004
1_5_2013-02-22,28652.87109999998
1_5_2013-03-01,27501.27139999998
1_5_2013-03-08,27749.84799999997
1_5_2013-03-15,27042.980499999976
1_5_2013-03-22,24113.94710000001
1_5_2013-03-29,28303.654699999985
1_5_2013-04-05,25450.217399999983
1_5_2013-04-12,21227.63210000001
1_5_2013-04-19,19727.439
1_5_2013-04-26,24373.720099999984
1_5_2013-05-03,17785.9899
1_5_2013-05-10,19942.66000000001
1_5_2013-05-17,18221.678599999992
1_5_2013-05-24,17806.05549999999
1_5_2013-05-31,18180.207099999996
1_5_2013-06-07,20474.7366
1_5_2013-06-14,20469.803699999997
1_5_2013-06-21,19956.4527
1_5_2013-06-28,19781.423499999986
1_5_2013-07-05,19360.815699999996
1_5_2013-07-12,18644.37359999999
1_5_2013-07-19,18778.966299999996
1_5_2013-07-26,17187.01709999999
1_6_2012-11-02,3957.444900000001
1_6_2012-11-09,3882.3150000000005
1_6_2012-11-16,3796.2396000000003
1_6_2012-11-23,16321.900500000014
1_6_2012-11-30,10012.140399999998
1_6_2012-12-07,8675.131500000001
1_6_2012-12-14,10050.306100000009
1_6_2012-12-21,22625.020499999995
1_6_2012-12-28,6846.767899999997
1_6_2013-01-04,3507.1740000000013
1_6_2013-01-11,3173.1942
1_6_2013-01-18,3344.7873000000004
1_6_2013-01-25,3125.761399999999
1_6_2013-02-01,3646.2040000000006
1_6_2013-02-08,4644.2868
1_6_2013-02-15,3750.215800000001
1_6_2013-02-22,3780.3097000000007
1_6_2013-03-01,4041.4954000000002
1_6_2013-03-08,3763.5709
1_6_2013-03-15,3653.6399000000006
1_6_2013-03-22,3610.4289000000017
1_6_2013-03-29,3642.8262000000013
1_6_2013-04-05,3578.0820000000012
1_6_2013-04-12,3696.4297000000024
1_6_2013-04-19,3422.9803000000024
1_6_2013-04-26,3578.299500000002
1_6_2013-05-03,4208.472699999999
1_6_2013-05-10,4315.223299999999
1_6_2013-05-17,4215.037700000001
1_6_2013-05-24,4503.612899999999
1_6_2013-05-31,4455.387900000001
1_6_2013-06-07,4246.203600000001
1_6_2013-06-14,4379.545599999999
1_6_2013-06-21,4096.6936
1_6_2013-06-28,4038.482900000001
1_6_2013-07-05,4339.822899999998
1_6_2013-07-12,4087.591600000001
1_6_2013-07-19,4134.4684
1_6_2013-07-26,3947.8018000000006
1_7_2012-11-02,21961.23230000001
1_7_2012-11-09,22585.157300000006
1_7_2012-11-16,22873.97980000001
1_7_2012-11-23,66920.22629999994
1_7_2012-11-30,59036.19559999998
1_7_2012-12-07,79469.73969999993
1_7_2012-12-14,64955.8509
1_7_2012-12-21,145324.63740000015
1_7_2012-12-28,38865.547
1_7_2013-01-04,11365.349700000002
1_7_2013-01-11,10228.817999999994
1_7_2013-01-18,10321.203799999988
1_7_2013-01-25,11072.179299999993
1_7_2013-02-01,17882.2177
1_7_2013-02-08,19228.081400000014
1_7_2013-02-15,18743.951800000017
1_7_2013-02-22,18548.748900000017
1_7_2013-03-01,18651.935800000014
1_7_2013-03-08,18758.1892
1_7_2013-03-15,19173.63600000001
1_7_2013-03-22,20443.684600000008
1_7_2013-03-29,18784.541800000003
1_7_2013-04-05,19972.339900000003
1_7_2013-04-12,20314.551300000006
1_7_2013-04-19,20892.424300000006
1_7_2013-04-26,19318.760700000003
1_7_2013-05-03,20721.456299999998
1_7_2013-05-10,20454.237000000005
1_7_2013-05-17,21182.490199999997
1_7_2013-05-24,29170.84
1_7_2013-05-31,29761.92660000001
1_7_2013-06-07,29843.214000000014
1_7_2013-06-14,26802.583900000023
1_7_2013-06-21,26615.0253
1_7_2013-06-28,26571.080299999998
1_7_2013-07-05,24742.30760000001
1_7_2013-07-12,18064.115000000016
1_7_2013-07-19,17142.796300000016
1_7_2013-07-26,16970.31820000002
1_8_2012-11-02,38530.84100000004
1_8_2012-11-09,38590.16080000004
1_8_2012-11-16,38530.84100000004
1_8_2012-11-23,33971.651300000005
1_8_2012-11-30,37013.38369999997
1_8_2012-12-07,37368.102799999964
1_8_2012-12-14,37097.79589999997
1_8_2012-12-21,40196.100999999995
1_8_2012-12-28,33674.38349999997
1_8_2013-01-04,37909.2366
1_8_2013-01-11,37919.968199999996
1_8_2013-01-18,37909.2366
1_8_2013-01-25,38030.624800000005
1_8_2013-02-01,38194.743500000004
1_8_2013-02-08,38105.4643
1_8_2013-02-15,37588.992199999986
1_8_2013-02-22,37586.59159999999
1_8_2013-03-01,37791.439299999976
1_8_2013-03-08,37156.11209999998
1_8_2013-03-15,37050.139099999986
1_8_2013-03-22,36808.8266
1_8_2013-03-29,36851.367999999995
1_8_2013-04-05,37047.63059999999
1_8_2013-04-12,37307.65099999998
1_8_2013-04-19,37261.27469999999
1_8_2013-04-26,37338.10239999998
1_8_2013-05-03,34222.3795
1_8_2013-05-10,34538.6868
1_8_2013-05-17,34920.52519999998
1_8_2013-05-24,34915.56250000001
1_8_2013-05-31,34983.504000000015
1_8_2013-06-07,34942.66660000001
1_8_2013-06-14,34722.795900000005
1_8_2013-06-21,34930.965400000016
1_8_2013-06-28,34136.39070000002
1_8_2013-07-05,34589.08320000001
1_8_2013-07-12,34790.23690000004
1_8_2013-07-19,34318.95960000001
1_8_2013-07-26,34596.51920000002
1_9_2012-11-02,43798.06930000003
1_9_2012-11-09,36833.32749999999
1_9_2012-11-16,38250.86270000001
1_9_2012-11-23,44092.29070000001
1_9_2012-11-30,38514.92439999999
1_9_2012-12-07,41149.114099999984
1_9_2012-12-14,36000.285899999995
1_9_2012-12-21,46047.685999999994
1_9_2012-12-28,31682.83840000001
1_9_2013-01-04,19312.366400000003
1_9_2013-01-11,18316.00110000002
1_9_2013-01-18,16376.287700000012
1_9_2013-01-25,17233.313600000012
1_9_2013-02-01,23015.325200000025
1_9_2013-02-08,26468.727600000013
1_9_2013-02-15,27280.93179999999
1_9_2013-02-22,29205.379300000008
1_9_2013-03-01,33485.374400000015
1_9_2013-03-08,33866.08420000002
1_9_2013-03-15,36432.803700000026
1_9_2013-03-22,35884.340899999996
1_9_2013-03-29,36907.37560000004
1_9_2013-04-05,35911.12620000001
1_9_2013-04-12,33380.448300000004
1_9_2013-04-19,32751.993300000006
1_9_2013-04-26,32797.816600000006
1_9_2013-05-03,27604.483400000012
1_9_2013-05-10,27545.33990000001
1_9_2013-05-17,27425.17020000002
1_9_2013-05-24,27682.62620000002
1_9_2013-05-31,29061.16740000003
1_9_2013-06-07,29154.693800000012
1_9_2013-06-14,28417.54750000003
1_9_2013-06-21,29217.73500000002
1_9_2013-06-28,25320.85500000001
1_9_2013-07-05,27427.12240000001
1_9_2013-07-12,24844.6367
1_9_2013-07-19,26043.72550000001
1_9_2013-07-26,26502.549300000002
1_10_2012-11-02,37311.06060000001
1_10_2012-11-09,29807.478999999985
1_10_2012-11-16,34387.7703
1_10_2012-11-23,34888.14979999998
1_10_2012-11-30,34316.574799999995
1_10_2012-12-07,33617.4512
1_10_2012-12-14,35141.058200000014
1_10_2012-12-21,35514.1305
1_10_2012-12-28,31021.724099999996
1_10_2013-01-04,28572.7551
1_10_2013-01-11,27905.238499999992
1_10_2013-01-18,27280.024099999977
1_10_2013-01-25,27272.331400000006
1_10_2013-02-01,34048.364299999965
1_10_2013-02-08,36233.57049999996
1_10_2013-02-15,36338.99599999996
1_10_2013-02-22,37143.28619999997
1_10_2013-03-01,37896.82049999998
1_10_2013-03-08,37244.548999999985
1_10_2013-03-15,37457.201599999986
1_10_2013-03-22,35452.48289999999
1_10_2013-03-29,38028.30069999998
1_10_2013-04-05,35019.88179999997
1_10_2013-04-12,31012.335299999966
1_10_2013-04-19,30799.133499999967
1_10_2013-04-26,30954.465899999974
1_10_2013-05-03,30684.358400000023
1_10_2013-05-10,30373.115100000006
1_10_2013-05-17,30288.509300000005
1_10_2013-05-24,31033.835900000027
1_10_2013-05-31,31878.687800000018
1_10_2013-06-07,30661.983800000016
1_10_2013-06-14,30880.364800000032
1_10_2013-06-21,31717.185200000014
1_10_2013-06-28,31408.14460000002
1_10_2013-07-05,30617.75630000002
1_10_2013-07-12,30719.645500000002
1_10_2013-07-19,30565.567000000003
1_10_2013-07-26,30644.950199999985
1_11_2012-11-02,25462.415500000003
1_11_2012-11-09,21459.20069999999
1_11_2012-11-16,24818.187300000005
1_11_2012-11-23,28633.24330000001
1_11_2012-11-30,29560.118400000014
1_11_2012-12-07,28736.163300000015
1_11_2012-12-14,30742.14390000002
1_11_2012-12-21,30592.64810000002
1_11_2012-12-28,24981.752899999992
1_11_2013-01-04,24188.030100000007
1_11_2013-01-11,23642.206099999996
1_11_2013-01-18,23518.337500000012
1_11_2013-01-25,21424.426499999998
1_11_2013-02-01,22283.19329999999
1_11_2013-02-08,22745.957000000002
1_11_2013-02-15,24011.555600000014
1_11_2013-02-22,23634.84680000001
1_11_2013-03-01,23636.682700000005
1_11_2013-03-08,23602.091500000002
1_11_2013-03-15,22611.007899999986
1_11_2013-03-22,23016.717899999985
1_11_2013-03-29,23424.008400000002
1_11_2013-04-05,22527.010499999993
1_11_2013-04-12,22422.7993
1_11_2013-04-19,21956.002200000017
1_11_2013-04-26,22171.794700000006
1_11_2013-05-03,21182.7854
1_11_2013-05-10,21183.9057
1_11_2013-05-17,23755.872399999993
1_11_2013-05-24,26563.689800000004
1_11_2013-05-31,28184.28690000001
1_11_2013-06-07,26572.33400000001
1_11_2013-06-14,27303.93050000002
1_11_2013-06-21,29123.363000000016
1_11_2013-06-28,36767.890799999965
1_11_2013-07-05,26955.706500000004
1_11_2013-07-12,31997.00669999999
1_11_2013-07-19,26372.1478
1_11_2013-07-26,29288.444400000004
1_12_2012-11-02,9107.263500000006
1_12_2012-11-09,9084.948900000003
1_12_2012-11-16,9145.247599999992
1_12_2012-11-23,8659.846199999994
1_12_2012-11-30,8964.981499999987
1_12_2012-12-07,8913.737899999996
1_12_2012-12-14,9024.484599999987
1_12_2012-12-21,8666.090799999994
1_12_2012-12-28,8982.806399999987
1_12_2013-01-04,9039.81519999999
1_12_2013-01-11,9118.716399999988
1_12_2013-01-18,9059.42269999999
1_12_2013-01-25,9220.865799999998
1_12_2013-02-01,10983.021200000008
1_12_2013-02-08,11018.095000000008
1_12_2013-02-15,9197.081299999987
1_12_2013-02-22,9279.639599999988
1_12_2013-03-01,9214.209099999987
1_12_2013-03-08,9414.752899999989
1_12_2013-03-15,11497.077100000011
1_12_2013-03-22,11644.525400000006
1_12_2013-03-29,9386.382899999988
1_12_2013-04-05,11565.672100000003
1_12_2013-04-12,12153.762200000005
1_12_2013-04-19,11618.822800000002
1_12_2013-04-26,11729.104500000001
1_12_2013-05-03,12037.020899999994
1_12_2013-05-10,12056.1368
1_12_2013-05-17,12091.711999999998
1_12_2013-05-24,12368.178500000005
1_12_2013-05-31,12256.484400000008
1_12_2013-06-07,11735.073300000007
1_12_2013-06-14,11671.85750000001
1_12_2013-06-21,11355.352699999998
1_12_2013-06-28,11405.208000000002
1_12_2013-07-05,11728.465900000016
1_12_2013-07-12,11789.302100000008
1_12_2013-07-19,11413.660200000008
1_12_2013-07-26,11861.167500000007
1_13_2012-11-02,39468.909100000004
1_13_2012-11-09,38503.12809999997
1_13_2012-11-16,39362.2503
1_13_2012-11-23,40042.0762
1_13_2012-11-30,39304.8829
1_13_2012-12-07,38383.74739999998
1_13_2012-12-14,39145.9364
1_13_2012-12-21,39288.4122
1_13_2012-12-28,39643.3631
1_13_2013-01-04,40815.958600000005
1_13_2013-01-11,40779.19730000001
1_13_2013-01-18,40787.4599
1_13_2013-01-25,40806.2041
1_13_2013-02-01,41010.22450000002
1_13_2013-02-08,41161.541400000024
1_13_2013-02-15,39900.14660000001
1_13_2013-02-22,39996.12310000002
1_13_2013-03-01,39842.34830000002
1_13_2013-03-08,39847.79500000002
1_13_2013-03-15,39807.034800000016
1_13_2013-03-22,38758.702099999995
1_13_2013-03-29,39739.14740000001
1_13_2013-04-05,39221.3825
1_13_2013-04-12,38805.11039999998
1_13_2013-04-19,39149.64999999997
1_13_2013-04-26,39165.144400000005
1_13_2013-05-03,38242.2423
1_13_2013-05-10,38573.528000000006
1_13_2013-05-17,37701.783599999995
1_13_2013-05-24,37230.17989999998
1_13_2013-05-31,38314.77249999999
1_13_2013-06-07,37943.32720000001
1_13_2013-06-14,38659.26140000002
1_13_2013-06-21,39294.18330000001
1_13_2013-06-28,38497.82120000002
1_13_2013-07-05,38642.094
1_13_2013-07-12,38595.11500000001
1_13_2013-07-19,38668.17399999999
1_13_2013-07-26,38830.44410000002
1_14_2012-11-02,13018.759400000003
1_14_2012-11-09,14161.801300000003
1_14_2012-11-16,17424.15219999999
1_14_2012-11-23,41470.470000000016
1_14_2012-11-30,31196.249100000005
1_14_2012-12-07,44971.5187
1_14_2012-12-14,27230.69319999999
1_14_2012-12-21,58378.52389999998
1_14_2012-12-28,21678.301700000004
1_14_2013-01-04,14887.651999999991
1_14_2013-01-11,14551.156799999992
1_14_2013-01-18,14845.394099999994
1_14_2013-01-25,14149.936900000002
1_14_2013-02-01,15970.213700000008
1_14_2013-02-08,16435.84760000001
1_14_2013-02-15,17612.72470000001
1_14_2013-02-22,16677.3306
1_14_2013-03-01,18707.924300000017
1_14_2013-03-08,15981.861500000005
1_14_2013-03-15,14719.208300000008
1_14_2013-03-22,14426.263600000006
1_14_2013-03-29,14958.537100000005
1_14_2013-04-05,15023.691799999995
1_14_2013-04-12,14944.860099999993
1_14_2013-04-19,14942.852500000003
1_14_2013-04-26,15153.3241
1_14_2013-05-03,13488.063999999997
1_14_2013-05-10,14087.632399999993
1_14_2013-05-17,13445.451999999992
1_14_2013-05-24,13172.878699999992
1_14_2013-05-31,13181.009499999995
1_14_2013-06-07,13266.368199999995
1_14_2013-06-14,13188.1704
1_14_2013-06-21,13361.717700000007
1_14_2013-06-28,13256.212600000012
1_14_2013-07-05,12810.413300000004
1_14_2013-07-12,13881.842500000013
1_14_2013-07-19,14087.559200000009
1_14_2013-07-26,14333.74290000001
1_16_2012-11-02,6342.718400000002
1_16_2012-11-09,6676.217200000005
1_16_2012-11-16,6035.5489
1_16_2012-11-23,6593.657200000003
1_16_2012-11-30,6182.357599999999
1_16_2012-12-07,7775.038900000006
1_16_2012-12-14,5691.742600000001
1_16_2012-12-21,6502.439999999999
1_16_2012-12-28,5312.602000000002
1_16_2013-01-04,8085.438099999996
1_16_2013-01-11,7508.3955
1_16_2013-01-18,8102.963499999994
1_16_2013-01-25,7768.365499999998
1_16_2013-02-01,12724.765299999992
1_16_2013-02-08,16192.995899999998
1_16_2013-02-15,13777.538399999998
1_16_2013-02-22,13561.790599999997
1_16_2013-03-01,18272.234099999998
1_16_2013-03-08,20234.683999999983
1_16_2013-03-15,36834.1646
1_16_2013-03-22,47230.562699999995
1_16_2013-03-29,38239.2614
1_16_2013-04-05,48899.22080000002
1_16_2013-04-12,50733.34370000003
1_16_2013-04-19,52424.644500000046
1_16_2013-04-26,42420.963999999985
1_16_2013-05-03,45363.809300000015
1_16_2013-05-10,40539.62680000002
1_16_2013-05-17,45001.491899999986
1_16_2013-05-24,47398.5226
1_16_2013-05-31,47897.724500000004
1_16_2013-06-07,40154.46240000001
1_16_2013-06-14,38269.18140000001
1_16_2013-06-21,38199.197000000015
1_16_2013-06-28,38457.77130000001
1_16_2013-07-05,37001.958999999995
1_16_2013-07-12,27250.7581
1_16_2013-07-19,25015.64010000001
1_16_2013-07-26,23885.739900000015
1_17_2012-11-02,8219.795099999996
1_17_2012-11-09,8137.2203000000045
1_17_2012-11-16,8784.106700000002
1_17_2012-11-23,11880.935999999996
1_17_2012-11-30,12032.9028
1_17_2012-12-07,12286.132600000004
1_17_2012-12-14,12740.807500000003
1_17_2012-12-21,16809.992400000003
1_17_2012-12-28,11994.913799999988
1_17_2013-01-04,9063.360399999996
1_17_2013-01-11,8958.980800000001
1_17_2013-01-18,8914.652299999992
1_17_2013-01-25,8556.571299999987
1_17_2013-02-01,9111.260199999984
1_17_2013-02-08,10153.420999999984
1_17_2013-02-15,10309.96749999999
1_17_2013-02-22,10242.448299999991
1_17_2013-03-01,10408.801799999996
1_17_2013-03-08,10176.709599999995
1_17_2013-03-15,10192.320299999994
1_17_2013-03-22,8814.6285
1_17_2013-03-29,9120.115599999997
1_17_2013-04-05,9031.858899999997
1_17_2013-04-12,8534.927599999995
1_17_2013-04-19,8337.184499999998
1_17_2013-04-26,9029.177599999997
1_17_2013-05-03,24898.747399999997
1_17_2013-05-10,24816.434099999988
1_17_2013-05-17,23420.851000000002
1_17_2013-05-24,23022.193700000018
1_17_2013-05-31,23205.60280000001
1_17_2013-06-07,23102.09540000001
1_17_2013-06-14,23225.864099999995
1_17_2013-06-21,23093.29149999999
1_17_2013-06-28,23211.100399999996
1_17_2013-07-05,23716.1073
1_17_2013-07-12,24054.208300000002
1_17_2013-07-19,23960.145900000018
1_17_2013-07-26,23985.90430000001
1_18_2012-11-02,12891.640799999996
1_18_2012-11-09,10459.072899999997
1_18_2012-11-16,13413.139200000001
1_18_2012-11-23,36565.51360000002
1_18_2012-11-30,50813.09419999998
1_18_2012-12-07,62758.98149999997
1_18_2012-12-14,33391.04570000001
1_18_2012-12-21,31304.218300000004
1_18_2012-12-28,12582.336000000001
1_18_2013-01-04,7153.593400000002
1_18_2013-01-11,1237.0858000000005
1_18_2013-01-18,1397.8168000000003
1_18_2013-01-25,1588.9281
1_18_2013-02-01,3580.132600000001
1_18_2013-02-08,13065.570599999988
1_18_2013-02-15,25589.532700000025
1_18_2013-02-22,1707.6903999999995
1_18_2013-03-01,1462.4692999999988
1_18_2013-03-08,1355.6092999999987
1_18_2013-03-15,1527.389200000001
1_18_2013-03-22,2154.3354999999997
1_18_2013-03-29,3970.0398999999975
1_18_2013-04-05,6227.9897
1_18_2013-04-12,3552.8204999999975
1_18_2013-04-19,1491.2400000000002
1_18_2013-04-26,1791.2015000000006
1_18_2013-05-03,442.1118000000003
1_18_2013-05-10,89.78929999999998
1_18_2013-05-17,2.0482
1_18_2013-05-24,4.261900000000004
1_18_2013-06-07,2.0330999999999997
1_18_2013-07-05,1.9002
1_19_2012-11-02,1374.995999999999
1_19_2012-11-09,1378.7651999999987
1_19_2012-11-16,1379.4844999999993
1_19_2012-11-23,1386.6237999999994
1_19_2012-11-30,1387.0427999999995
1_19_2012-12-07,1491.0805999999993
1_19_2012-12-14,1527.916299999999
1_19_2012-12-21,1507.971899999999
1_19_2012-12-28,1514.6513999999984
1_19_2013-01-04,1139.0459999999998
1_19_2013-01-11,1171.6162000000002
1_19_2013-01-18,1176.3872999999999
1_19_2013-01-25,1194.2711
1_19_2013-02-01,1243.7288999999992
1_19_2013-02-08,1245.9342999999988
1_19_2013-02-15,1223.9874999999993
1_19_2013-02-22,1255.3623000000002
1_19_2013-03-01,1285.7848000000006
1_19_2013-03-08,1284.5597000000002
1_19_2013-03-15,1253.4779999999998
1_19_2013-03-22,1244.0392
1_19_2013-03-29,1270.9836000000003
1_19_2013-04-05,1253.8196000000003
1_19_2013-04-12,1270.7902000000004
1_19_2013-04-19,1289.9516000000006
1_19_2013-04-26,1369.2155000000007
1_19_2013-05-03,1470.7093000000004
1_19_2013-05-10,1473.4848000000006
1_19_2013-05-17,1450.7853000000005
1_19_2013-05-24,1307.9137000000012
1_19_2013-05-31,1346.0920000000008
1_19_2013-06-07,1318.1829000000012
1_19_2013-06-14,1256.2610000000002
1_19_2013-06-21,1289.7727999999997
1_19_2013-06-28,1264.4939
1_19_2013-07-05,1242.8080999999993
1_19_2013-07-12,1241.7015999999996
1_19_2013-07-19,1268.9941999999999
1_19_2013-07-26,1215.7071999999998
1_20_2012-11-02,3338.4492000000005
1_20_2012-11-09,3330.2709000000013
1_20_2012-11-16,3375.562700000001
1_20_2012-11-23,5083.412800000003
1_20_2012-11-30,3736.181200000002
1_20_2012-12-07,4224.752400000003
1_20_2012-12-14,3821.4681000000005
1_20_2012-12-21,4853.8482
1_20_2012-12-28,4361.915200000004
1_20_2013-01-04,4415.4826
1_20_2013-01-11,4564.308100000003
1_20_2013-01-18,4509.962100000001
1_20_2013-01-25,4610.9746000000005
1_20_2013-02-01,5007.846400000001
1_20_2013-02-08,5279.699000000002
1_20_2013-02-15,5086.590300000002
1_20_2013-02-22,5077.936600000001
1_20_2013-03-01,5269.860600000003
1_20_2013-03-08,5478.706300000004
1_20_2013-03-15,5147.462
1_20_2013-03-22,4448.8184
1_20_2013-03-29,4804.034100000001
1_20_2013-04-05,5058.134600000002
1_20_2013-04-12,4264.786600000001
1_20_2013-04-19,4197.836500000001
1_20_2013-04-26,4822.228900000003
1_20_2013-05-03,4653.266300000003
1_20_2013-05-10,4664.678200000002
1_20_2013-05-17,4891.421600000003
1_20_2013-05-24,5369.5761999999995
1_20_2013-05-31,5587.698099999997
1_20_2013-06-07,5225.9092
1_20_2013-06-14,5348.066499999997
1_20_2013-06-21,5455.561899999997
1_20_2013-06-28,5356.278099999999
1_20_2013-07-05,5452.139599999998
1_20_2013-07-12,5122.693799999996
1_20_2013-07-19,5122.317099999999
1_20_2013-07-26,5095.265599999998
1_21_2012-11-02,7995.999400000005
1_21_2012-11-09,8070.088000000005
1_21_2012-11-16,7909.243600000004
1_21_2012-11-23,8962.500299999998
1_21_2012-11-30,8894.0055
1_21_2012-12-07,9233.381499999992
1_21_2012-12-14,9215.308399999985
